# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
1076            	DILUPBiCGStab	1.55546910e-05	4.18454670e-09	1	3.36445840e-06	3.99981600e-09	2	false	DILUPBiCGStab	1.43400370e-05	4.90405950e-10	1	true	DILUPBiCGStab	3.65862910e-07	1.51005220e-10	1	true	GAMG	4.35563200e-06	3.77686630e-07	2	true
1077            	DILUPBiCGStab	1.55427130e-05	4.17813970e-09	1	3.35929310e-06	3.99067830e-09	2	false	DILUPBiCGStab	1.43369980e-05	4.89626930e-10	1	true	DILUPBiCGStab	3.65357180e-07	1.50731730e-10	1	true	GAMG	4.34888630e-06	3.77212810e-07	2	true
1078            	DILUPBiCGStab	1.55307380e-05	4.17174160e-09	1	3.35420140e-06	3.98155170e-09	2	false	DILUPBiCGStab	1.43339340e-05	4.88849140e-10	1	true	DILUPBiCGStab	3.64852380e-07	1.50458900e-10	1	true	GAMG	4.34213450e-06	3.76739950e-07	2	true
1079            	DILUPBiCGStab	1.55187650e-05	4.16535170e-09	1	3.34920540e-06	3.97241910e-09	2	false	DILUPBiCGStab	1.43308460e-05	4.88072590e-10	1	true	DILUPBiCGStab	3.64348520e-07	1.50186720e-10	1	true	GAMG	4.33537220e-06	3.76268170e-07	2	true
1080            	DILUPBiCGStab	1.55067950e-05	4.15896930e-09	1	3.34420920e-06	3.96330680e-09	2	false	DILUPBiCGStab	1.43277310e-05	4.87297450e-10	1	true	DILUPBiCGStab	3.63845580e-07	1.49915210e-10	1	true	GAMG	4.32859980e-06	3.75797310e-07	2	true
1081            	DILUPBiCGStab	1.54948290e-05	4.15259870e-09	1	3.33920410e-06	3.95421120e-09	2	false	DILUPBiCGStab	1.43245900e-05	4.86523800e-10	1	true	DILUPBiCGStab	3.63343570e-07	1.49644340e-10	1	true	GAMG	4.32181780e-06	3.75328000e-07	2	true
1082            	DILUPBiCGStab	1.54828650e-05	4.14625660e-09	1	3.33419000e-06	3.94510840e-09	2	false	DILUPBiCGStab	1.43214230e-05	4.85751400e-10	1	true	DILUPBiCGStab	3.62842480e-07	1.49374130e-10	1	true	GAMG	4.31502660e-06	3.74859740e-07	2	true
1083            	DILUPBiCGStab	1.54709250e-05	4.13992380e-09	1	3.32916730e-06	3.93599870e-09	2	false	DILUPBiCGStab	1.43182310e-05	4.84980240e-10	1	true	DILUPBiCGStab	3.62342320e-07	1.49104570e-10	1	true	GAMG	4.30822590e-06	3.74392410e-07	2	true
1084            	DILUPBiCGStab	1.54589980e-05	4.13359840e-09	1	3.32413580e-06	3.92699070e-09	2	false	DILUPBiCGStab	1.43150130e-05	4.84210300e-10	1	true	DILUPBiCGStab	3.61843080e-07	1.48835660e-10	1	true	GAMG	4.30143440e-06	3.73926300e-07	2	true
1085            	DILUPBiCGStab	1.54470830e-05	4.12728180e-09	1	3.31909650e-06	3.91849870e-09	2	false	DILUPBiCGStab	1.43117700e-05	4.83441590e-10	1	true	DILUPBiCGStab	3.61344760e-07	1.48567390e-10	1	true	GAMG	4.29464750e-06	3.73461290e-07	2	true
1086            	DILUPBiCGStab	1.54351770e-05	4.12098200e-09	1	3.31405000e-06	3.90999580e-09	2	false	DILUPBiCGStab	1.43085010e-05	4.82674110e-10	1	true	DILUPBiCGStab	3.60847350e-07	1.48299770e-10	1	true	GAMG	4.28787010e-06	3.72997150e-07	2	true
1087            	DILUPBiCGStab	1.54232750e-05	4.11469610e-09	1	3.30899510e-06	3.90148330e-09	2	false	DILUPBiCGStab	1.43052070e-05	4.81907850e-10	1	true	DILUPBiCGStab	3.60350860e-07	1.48032790e-10	1	true	GAMG	4.28108490e-06	3.72534320e-07	2	true
1088            	DILUPBiCGStab	1.54113760e-05	4.10841760e-09	1	3.30393420e-06	3.89296130e-09	2	false	DILUPBiCGStab	1.43018880e-05	4.81142820e-10	1	true	DILUPBiCGStab	3.59855280e-07	1.47766460e-10	1	true	GAMG	4.27430520e-06	3.72072530e-07	2	true
1089            	DILUPBiCGStab	1.53994800e-05	4.10214660e-09	1	3.29888040e-06	3.88445590e-09	2	false	DILUPBiCGStab	1.42985440e-05	4.80382210e-10	1	true	DILUPBiCGStab	3.59360610e-07	1.47500780e-10	1	true	GAMG	4.26752230e-06	3.71611820e-07	2	true
1090            	DILUPBiCGStab	1.53875940e-05	4.09588400e-09	1	3.29382060e-06	3.87599080e-09	2	false	DILUPBiCGStab	1.42951750e-05	4.79622980e-10	1	true	DILUPBiCGStab	3.58866850e-07	1.47235740e-10	1	true	GAMG	4.26074410e-06	3.71152200e-07	2	true
1091            	DILUPBiCGStab	1.53757430e-05	4.08963020e-09	1	3.28879130e-06	3.86753470e-09	2	false	DILUPBiCGStab	1.42917810e-05	4.78865010e-10	1	true	DILUPBiCGStab	3.58374000e-07	1.46971330e-10	1	true	GAMG	4.25397160e-06	3.70693340e-07	2	true
1092            	DILUPBiCGStab	1.53638960e-05	4.08338400e-09	1	3.28375530e-06	3.85906930e-09	2	false	DILUPBiCGStab	1.42883620e-05	4.78108460e-10	1	true	DILUPBiCGStab	3.57882050e-07	1.46707560e-10	1	true	GAMG	4.24731870e-06	3.70235630e-07	2	true
1093            	DILUPBiCGStab	1.53520510e-05	4.07714530e-09	1	3.27880230e-06	3.85059450e-09	2	false	DILUPBiCGStab	1.42849190e-05	4.77353120e-10	1	true	DILUPBiCGStab	3.57391000e-07	1.46444420e-10	1	true	GAMG	4.24111150e-06	3.69778760e-07	2	true
1094            	DILUPBiCGStab	1.53402120e-05	4.07091610e-09	1	3.27390860e-06	3.84211070e-09	2	false	DILUPBiCGStab	1.42814520e-05	4.76598970e-10	1	true	DILUPBiCGStab	3.56900860e-07	1.46181910e-10	1	true	GAMG	4.23491860e-06	3.69323320e-07	2	true
1095            	DILUPBiCGStab	1.53283750e-05	4.06471510e-09	1	3.26901120e-06	3.83361800e-09	2	false	DILUPBiCGStab	1.42779600e-05	4.75846020e-10	1	true	DILUPBiCGStab	3.56411610e-07	1.45920020e-10	1	true	GAMG	4.22871890e-06	3.68868980e-07	2	true
1096            	DILUPBiCGStab	1.53165430e-05	4.05852170e-09	1	3.26410570e-06	3.82511670e-09	2	false	DILUPBiCGStab	1.42744430e-05	4.75094270e-10	1	true	DILUPBiCGStab	3.55923260e-07	1.45658780e-10	1	true	GAMG	4.22258980e-06	3.68415720e-07	2	true
1097            	DILUPBiCGStab	1.53047360e-05	4.05233590e-09	1	3.25919200e-06	3.81660670e-09	2	false	DILUPBiCGStab	1.42709030e-05	4.74344080e-10	1	true	DILUPBiCGStab	3.55435810e-07	1.45398230e-10	1	true	GAMG	4.21651470e-06	3.67963430e-07	2	true
1098            	DILUPBiCGStab	1.52929520e-05	4.04617170e-09	1	3.25427260e-06	3.80808840e-09	2	false	DILUPBiCGStab	1.42673380e-05	4.73602700e-10	1	true	DILUPBiCGStab	3.54949240e-07	1.45138310e-10	1	true	GAMG	4.21052190e-06	3.67512000e-07	2	true
1099            	DILUPBiCGStab	1.52811780e-05	4.04003080e-09	1	3.24935230e-06	3.79956370e-09	2	false	DILUPBiCGStab	1.42637490e-05	4.72862480e-10	1	true	DILUPBiCGStab	3.54463570e-07	1.44879000e-10	1	true	GAMG	4.20452220e-06	3.67061870e-07	2	true
1100            	DILUPBiCGStab	1.52694070e-05	4.03389740e-09	1	3.24442420e-06	3.79103350e-09	2	false	DILUPBiCGStab	1.42601900e-05	4.72123420e-10	1	true	DILUPBiCGStab	3.53978790e-07	1.44620320e-10	1	true	GAMG	4.19855300e-06	3.66612580e-07	2	true
1101            	DILUPBiCGStab	1.52576390e-05	4.02777160e-09	1	3.23948840e-06	3.78249570e-09	2	false	DILUPBiCGStab	1.42566210e-05	4.71385510e-10	1	true	DILUPBiCGStab	3.53494900e-07	1.44362250e-10	1	true	GAMG	4.19268380e-06	3.66164260e-07	2	true
1102            	DILUPBiCGStab	1.52458750e-05	4.02165570e-09	1	3.23454500e-06	3.77395080e-09	2	false	DILUPBiCGStab	1.42530280e-05	4.70650330e-10	1	true	DILUPBiCGStab	3.53011880e-07	1.44104790e-10	1	true	GAMG	4.18680280e-06	3.65716920e-07	2	true
1103            	DILUPBiCGStab	1.52341530e-05	4.01554940e-09	1	3.22959420e-06	3.76539870e-09	2	false	DILUPBiCGStab	1.42494110e-05	4.69917370e-10	1	true	DILUPBiCGStab	3.52529760e-07	1.43847950e-10	1	true	GAMG	4.18108330e-06	3.65270520e-07	2	true
1104            	DILUPBiCGStab	1.52224430e-05	4.00945050e-09	1	3.22463590e-06	3.75683970e-09	2	false	DILUPBiCGStab	1.42457790e-05	4.69185550e-10	1	true	DILUPBiCGStab	3.52048510e-07	1.43591710e-10	1	true	GAMG	4.17571450e-06	3.64825090e-07	2	true
1105            	DILUPBiCGStab	1.52107430e-05	4.00335910e-09	1	3.21967350e-06	3.74827400e-09	2	false	DILUPBiCGStab	1.42421230e-05	4.68454850e-10	1	true	DILUPBiCGStab	3.51568140e-07	1.43336110e-10	1	true	GAMG	4.17033650e-06	3.64380530e-07	2	true
1106            	DILUPBiCGStab	1.51990480e-05	3.99727530e-09	1	3.21471060e-06	3.73971470e-09	2	false	DILUPBiCGStab	1.42384440e-05	4.67725280e-10	1	true	DILUPBiCGStab	3.51088650e-07	1.43081130e-10	1	true	GAMG	4.16503920e-06	3.63936810e-07	2	true
1107            	DILUPBiCGStab	1.51873570e-05	3.99121550e-09	1	3.20974050e-06	3.73118830e-09	2	false	DILUPBiCGStab	1.42347450e-05	4.66996860e-10	1	true	DILUPBiCGStab	3.50610040e-07	1.42826830e-10	1	true	GAMG	4.16016510e-06	3.63493990e-07	2	true
1108            	DILUPBiCGStab	1.51757120e-05	3.98516900e-09	1	3.20476360e-06	3.72265540e-09	2	false	DILUPBiCGStab	1.42310230e-05	4.66269610e-10	1	true	DILUPBiCGStab	3.50132300e-07	1.42573120e-10	1	true	GAMG	4.15550280e-06	3.63052020e-07	2	true
1109            	DILUPBiCGStab	1.51640810e-05	3.97912980e-09	1	3.19980060e-06	3.71411610e-09	2	false	DILUPBiCGStab	1.42272770e-05	4.65543920e-10	1	true	DILUPBiCGStab	3.49655430e-07	1.42320020e-10	1	true	GAMG	4.15088270e-06	3.62611120e-07	2	true
1110            	DILUPBiCGStab	1.51524540e-05	3.97309870e-09	1	3.19490830e-06	3.70557070e-09	2	false	DILUPBiCGStab	1.42235090e-05	4.64820560e-10	1	true	DILUPBiCGStab	3.49179430e-07	1.42067520e-10	1	true	GAMG	4.14625820e-06	3.62170850e-07	2	true
1111            	DILUPBiCGStab	1.51408300e-05	3.96707580e-09	1	3.19001260e-06	3.69702020e-09	2	false	DILUPBiCGStab	1.42197180e-05	4.64099110e-10	1	true	DILUPBiCGStab	3.48704300e-07	1.41815620e-10	1	true	GAMG	4.14161660e-06	3.61731500e-07	2	true
1112            	DILUPBiCGStab	1.51292510e-05	3.96106110e-09	1	3.18511480e-06	3.68846410e-09	2	false	DILUPBiCGStab	1.42159050e-05	4.63378770e-10	1	true	DILUPBiCGStab	3.48230030e-07	1.41564310e-10	1	true	GAMG	4.13695750e-06	3.61293240e-07	2	true
1113            	DILUPBiCGStab	1.51176990e-05	3.95508570e-09	1	3.18023070e-06	3.67990280e-09	2	false	DILUPBiCGStab	1.42120680e-05	4.62659630e-10	1	true	DILUPBiCGStab	3.47756630e-07	1.41313590e-10	1	true	GAMG	4.13228100e-06	3.60855560e-07	2	true
1114            	DILUPBiCGStab	1.51061520e-05	3.94911790e-09	1	3.17533980e-06	3.67133670e-09	2	false	DILUPBiCGStab	1.42082110e-05	4.61941610e-10	1	true	DILUPBiCGStab	3.47284090e-07	1.41063470e-10	1	true	GAMG	4.12759930e-06	3.60419050e-07	2	true
1115            	DILUPBiCGStab	1.50946080e-05	3.94315760e-09	1	3.17044220e-06	3.66281130e-09	2	false	DILUPBiCGStab	1.42043430e-05	4.61224700e-10	1	true	DILUPBiCGStab	3.46812410e-07	1.40813950e-10	1	true	GAMG	4.12291470e-06	3.59983220e-07	2	true
1116            	DILUPBiCGStab	1.50831360e-05	3.93720550e-09	1	3.16553810e-06	3.65430780e-09	2	false	DILUPBiCGStab	1.42004510e-05	4.60508900e-10	1	true	DILUPBiCGStab	3.46341590e-07	1.40565050e-10	1	true	GAMG	4.11821350e-06	3.59548370e-07	2	true
1117            	DILUPBiCGStab	1.50716700e-05	3.93126260e-09	1	3.16062830e-06	3.64579950e-09	2	false	DILUPBiCGStab	1.41965380e-05	4.59794210e-10	1	true	DILUPBiCGStab	3.45871620e-07	1.40316740e-10	1	true	GAMG	4.11349760e-06	3.59114320e-07	2	true
1118            	DILUPBiCGStab	1.50602080e-05	3.92533100e-09	1	3.15574400e-06	3.63728680e-09	2	false	DILUPBiCGStab	1.41926020e-05	4.59080620e-10	1	true	DILUPBiCGStab	3.45402510e-07	1.40069010e-10	1	true	GAMG	4.10876600e-06	3.58681220e-07	2	true
1119            	DILUPBiCGStab	1.50488210e-05	3.91940780e-09	1	3.15093520e-06	3.62876970e-09	2	false	DILUPBiCGStab	1.41886450e-05	4.58368130e-10	1	true	DILUPBiCGStab	3.44934260e-07	1.39821870e-10	1	true	GAMG	4.10401730e-06	3.58248980e-07	2	true
1120            	DILUPBiCGStab	1.50374420e-05	3.91349440e-09	1	3.14614210e-06	3.62024860e-09	2	false	DILUPBiCGStab	1.41846650e-05	4.57656750e-10	1	true	DILUPBiCGStab	3.44466850e-07	1.39575310e-10	1	true	GAMG	4.09925230e-06	3.57817560e-07	2	true
1121            	DILUPBiCGStab	1.50263250e-05	3.90759350e-09	1	3.14134690e-06	3.61172360e-09	2	false	DILUPBiCGStab	1.41806640e-05	4.56946470e-10	1	true	DILUPBiCGStab	3.44000290e-07	1.39329330e-10	1	true	GAMG	4.09447050e-06	3.57386920e-07	2	true
1122            	DILUPBiCGStab	1.50158450e-05	3.90170260e-09	1	3.13655350e-06	3.60319520e-09	2	false	DILUPBiCGStab	1.41766410e-05	4.56237300e-10	1	true	DILUPBiCGStab	3.43534580e-07	1.39083940e-10	1	true	GAMG	4.08968190e-06	3.56957300e-07	2	true
1123            	DILUPBiCGStab	1.50053690e-05	3.89581920e-09	1	3.13175370e-06	3.59466350e-09	2	false	DILUPBiCGStab	1.41725960e-05	4.55529500e-10	1	true	DILUPBiCGStab	3.43069710e-07	1.38839110e-10	1	true	GAMG	4.08503820e-06	3.56528740e-07	2	true
1124            	DILUPBiCGStab	1.49949030e-05	3.88994350e-09	1	3.12698230e-06	3.58613180e-09	2	false	DILUPBiCGStab	1.41685300e-05	4.54823180e-10	1	true	DILUPBiCGStab	3.42605690e-07	1.38594870e-10	1	true	GAMG	4.08039100e-06	3.56101390e-07	2	true
1125            	DILUPBiCGStab	1.49844470e-05	3.88407530e-09	1	3.12231430e-06	3.57759750e-09	2	false	DILUPBiCGStab	1.41644420e-05	4.54117950e-10	1	true	DILUPBiCGStab	3.42142510e-07	1.38351210e-10	1	true	GAMG	4.07572810e-06	3.55674970e-07	2	true
1126            	DILUPBiCGStab	1.49739960e-05	3.87822980e-09	1	3.11763980e-06	3.56906020e-09	2	false	DILUPBiCGStab	1.41603330e-05	4.53413830e-10	1	true	DILUPBiCGStab	3.41680170e-07	1.38108130e-10	1	true	GAMG	4.07104870e-06	3.55249410e-07	2	true
1127            	DILUPBiCGStab	1.49635470e-05	3.87239950e-09	1	3.11295900e-06	3.56069330e-09	2	false	DILUPBiCGStab	1.41562020e-05	4.52710810e-10	1	true	DILUPBiCGStab	3.41218670e-07	1.37865630e-10	1	true	GAMG	4.06635250e-06	3.54824570e-07	2	true
1128            	DILUPBiCGStab	1.49531020e-05	3.86659550e-09	1	3.10827190e-06	3.55256060e-09	2	false	DILUPBiCGStab	1.41520510e-05	4.52008880e-10	1	true	DILUPBiCGStab	3.40758000e-07	1.37623700e-10	1	true	GAMG	4.06163990e-06	3.54400720e-07	2	true
1129            	DILUPBiCGStab	1.49426590e-05	3.86080010e-09	1	3.10357870e-06	3.54442380e-09	2	false	DILUPBiCGStab	1.41478790e-05	4.51308040e-10	1	true	DILUPBiCGStab	3.40298170e-07	1.37382340e-10	1	true	GAMG	4.05691040e-06	3.53977550e-07	2	true
1130            	DILUPBiCGStab	1.49322190e-05	3.85501400e-09	1	3.09887950e-06	3.53629700e-09	2	false	DILUPBiCGStab	1.41436860e-05	4.50608290e-10	1	true	DILUPBiCGStab	3.39839170e-07	1.37141540e-10	1	true	GAMG	4.05216490e-06	3.53555140e-07	2	true
1131            	DILUPBiCGStab	1.49217820e-05	3.84924390e-09	1	3.09417420e-06	3.52816540e-09	2	false	DILUPBiCGStab	1.41394720e-05	4.49909620e-10	1	true	DILUPBiCGStab	3.39381000e-07	1.36901310e-10	1	true	GAMG	4.04741890e-06	3.53133650e-07	2	true
1132            	DILUPBiCGStab	1.49113480e-05	3.84348100e-09	1	3.08946310e-06	3.52002900e-09	2	false	DILUPBiCGStab	1.41352370e-05	4.49212040e-10	1	true	DILUPBiCGStab	3.38923660e-07	1.36661650e-10	1	true	GAMG	4.04274930e-06	3.52713010e-07	2	true
1133            	DILUPBiCGStab	1.49009170e-05	3.83772520e-09	1	3.08474630e-06	3.51188820e-09	2	false	DILUPBiCGStab	1.41309950e-05	4.48515550e-10	1	true	DILUPBiCGStab	3.38467140e-07	1.36422540e-10	1	true	GAMG	4.03806850e-06	3.52293160e-07	2	true
1134            	DILUPBiCGStab	1.48904880e-05	3.83197790e-09	1	3.08002570e-06	3.50374330e-09	2	false	DILUPBiCGStab	1.41267940e-05	4.47820160e-10	1	true	DILUPBiCGStab	3.38011460e-07	1.36184000e-10	1	true	GAMG	4.03338070e-06	3.51874250e-07	2	true
1135            	DILUPBiCGStab	1.48800650e-05	3.82624620e-09	1	3.07530150e-06	3.49559430e-09	2	false	DILUPBiCGStab	1.41225730e-05	4.47125840e-10	1	true	DILUPBiCGStab	3.37556600e-07	1.35946000e-10	1	true	GAMG	4.02869420e-06	3.51456160e-07	2	true
1136            	DILUPBiCGStab	1.48696490e-05	3.82052210e-09	1	3.07058020e-06	3.48744160e-09	2	false	DILUPBiCGStab	1.41183310e-05	4.46432850e-10	1	true	DILUPBiCGStab	3.37102570e-07	1.35708560e-10	1	true	GAMG	4.02399220e-06	3.51038830e-07	2	true
1137            	DILUPBiCGStab	1.48592380e-05	3.81480520e-09	1	3.06585740e-06	3.47928550e-09	2	false	DILUPBiCGStab	1.41140690e-05	4.45741100e-10	1	true	DILUPBiCGStab	3.36649370e-07	1.35471680e-10	1	true	GAMG	4.01927440e-06	3.50622420e-07	2	true
1138            	DILUPBiCGStab	1.48488300e-05	3.80909720e-09	1	3.06115030e-06	3.47112650e-09	2	false	DILUPBiCGStab	1.41097860e-05	4.45050440e-10	1	true	DILUPBiCGStab	3.36196990e-07	1.35235350e-10	1	true	GAMG	4.01454140e-06	3.50206660e-07	2	true
1139            	DILUPBiCGStab	1.48384260e-05	3.80339850e-09	1	3.05648270e-06	3.46296470e-09	2	false	DILUPBiCGStab	1.41054830e-05	4.44360860e-10	1	true	DILUPBiCGStab	3.35745440e-07	1.34999570e-10	1	true	GAMG	4.00979440e-06	3.49791700e-07	2	true
1140            	DILUPBiCGStab	1.48280260e-05	3.79772320e-09	1	3.05183370e-06	3.45479990e-09	2	false	DILUPBiCGStab	1.41011600e-05	4.43672360e-10	1	true	DILUPBiCGStab	3.35294690e-07	1.34764330e-10	1	true	GAMG	4.00503180e-06	3.49377680e-07	2	true
1141            	DILUPBiCGStab	1.48176330e-05	3.79205830e-09	1	3.04718080e-06	3.44663200e-09	2	false	DILUPBiCGStab	1.40968170e-05	4.42985870e-10	1	true	DILUPBiCGStab	3.34844770e-07	1.34529640e-10	1	true	GAMG	4.00027130e-06	3.48964370e-07	2	true
1142            	DILUPBiCGStab	1.48072420e-05	3.78640150e-09	1	3.04252360e-06	3.43846150e-09	2	false	DILUPBiCGStab	1.40924540e-05	4.42301180e-10	1	true	DILUPBiCGStab	3.34395660e-07	1.34295500e-10	1	true	GAMG	3.99550170e-06	3.48551860e-07	2	true
1143            	DILUPBiCGStab	1.47968590e-05	3.78075430e-09	1	3.03786120e-06	3.43028840e-09	2	false	DILUPBiCGStab	1.40880710e-05	4.41617550e-10	1	true	DILUPBiCGStab	3.33947360e-07	1.34061910e-10	1	true	GAMG	3.99071690e-06	3.48140070e-07	2	true
1144            	DILUPBiCGStab	1.47864860e-05	3.77511410e-09	1	3.03319360e-06	3.42211290e-09	2	false	DILUPBiCGStab	1.40836690e-05	4.40934990e-10	1	true	DILUPBiCGStab	3.33499860e-07	1.33828850e-10	1	true	GAMG	3.98592030e-06	3.47729140e-07	2	true
1145            	DILUPBiCGStab	1.47761170e-05	3.76948860e-09	1	3.02852090e-06	3.41393550e-09	2	false	DILUPBiCGStab	1.40792460e-05	4.40253490e-10	1	true	DILUPBiCGStab	3.33053170e-07	1.33596330e-10	1	true	GAMG	3.98111810e-06	3.47318950e-07	2	true
1146            	DILUPBiCGStab	1.47657540e-05	3.76387190e-09	1	3.02384390e-06	3.40575610e-09	2	false	DILUPBiCGStab	1.40748080e-05	4.39573050e-10	1	true	DILUPBiCGStab	3.32607290e-07	1.33364390e-10	1	true	GAMG	3.97631880e-06	3.46909520e-07	2	true
1147            	DILUPBiCGStab	1.47553970e-05	3.75826240e-09	1	3.01917080e-06	3.39757850e-09	2	false	DILUPBiCGStab	1.40703720e-05	4.38893680e-10	1	true	DILUPBiCGStab	3.32162210e-07	1.33133010e-10	1	true	GAMG	3.97150920e-06	3.46500940e-07	2	true
1148            	DILUPBiCGStab	1.47450430e-05	3.75266270e-09	1	3.01451700e-06	3.38939970e-09	2	false	DILUPBiCGStab	1.40659170e-05	4.38215370e-10	1	true	DILUPBiCGStab	3.31717930e-07	1.32902160e-10	1	true	GAMG	3.96668660e-06	3.46093210e-07	2	true
1149            	DILUPBiCGStab	1.47346940e-05	3.74707010e-09	1	3.00986100e-06	3.38121990e-09	2	false	DILUPBiCGStab	1.40614420e-05	4.37538780e-10	1	true	DILUPBiCGStab	3.31274450e-07	1.32671870e-10	1	true	GAMG	3.96186630e-06	3.45686160e-07	2	true
1150            	DILUPBiCGStab	1.47243540e-05	3.74148440e-09	1	3.00520060e-06	3.37303870e-09	2	false	DILUPBiCGStab	1.40569480e-05	4.36863960e-10	1	true	DILUPBiCGStab	3.30831760e-07	1.32442190e-10	1	true	GAMG	3.95707910e-06	3.45279950e-07	2	true
1151            	DILUPBiCGStab	1.47140190e-05	3.73590580e-09	1	3.00053600e-06	3.36486530e-09	2	false	DILUPBiCGStab	1.40524340e-05	4.36190200e-10	1	true	DILUPBiCGStab	3.30389870e-07	1.32213040e-10	1	true	GAMG	3.95229830e-06	3.44874600e-07	2	true
1152            	DILUPBiCGStab	1.47036870e-05	3.73033570e-09	1	2.99586990e-06	3.35671480e-09	2	false	DILUPBiCGStab	1.40479020e-05	4.35517490e-10	1	true	DILUPBiCGStab	3.29948770e-07	1.31984420e-10	1	true	GAMG	3.94750300e-06	3.44469900e-07	2	true
1153            	DILUPBiCGStab	1.46933580e-05	3.72477370e-09	1	2.99121450e-06	3.34856380e-09	2	false	DILUPBiCGStab	1.40433500e-05	4.34845840e-10	1	true	DILUPBiCGStab	3.29508460e-07	1.31756330e-10	1	true	GAMG	3.94269420e-06	3.44066130e-07	2	true
1154            	DILUPBiCGStab	1.46830330e-05	3.71922330e-09	1	2.98658780e-06	3.34041210e-09	2	false	DILUPBiCGStab	1.40387820e-05	4.34175240e-10	1	true	DILUPBiCGStab	3.29068950e-07	1.31528760e-10	1	true	GAMG	3.93787340e-06	3.43663030e-07	2	true
1155            	DILUPBiCGStab	1.46727120e-05	3.71369100e-09	1	2.98205470e-06	3.33225990e-09	2	false	DILUPBiCGStab	1.40341970e-05	4.33505680e-10	1	true	DILUPBiCGStab	3.28630220e-07	1.31301710e-10	1	true	GAMG	3.93303900e-06	3.43260530e-07	2	true
1156            	DILUPBiCGStab	1.46623940e-05	3.70817060e-09	1	2.97753720e-06	3.32410740e-09	2	false	DILUPBiCGStab	1.40295930e-05	4.32837170e-10	1	true	DILUPBiCGStab	3.28192280e-07	1.31075190e-10	1	true	GAMG	3.92819360e-06	3.42859020e-07	2	true
1157            	DILUPBiCGStab	1.46520820e-05	3.70266000e-09	1	2.97303790e-06	3.31595510e-09	2	false	DILUPBiCGStab	1.40249700e-05	4.32169710e-10	1	true	DILUPBiCGStab	3.27755120e-07	1.30849190e-10	1	true	GAMG	3.92333430e-06	3.42458090e-07	2	true
1158            	DILUPBiCGStab	1.46417760e-05	3.69715910e-09	1	2.96853550e-06	3.30780600e-09	2	false	DILUPBiCGStab	1.40203290e-05	4.31504800e-10	1	true	DILUPBiCGStab	3.27318750e-07	1.30623720e-10	1	true	GAMG	3.91846160e-06	3.42058410e-07	2	true
1159            	DILUPBiCGStab	1.46314730e-05	3.69166510e-09	1	2.96402840e-06	3.29965950e-09	2	false	DILUPBiCGStab	1.40156690e-05	4.30842640e-10	1	true	DILUPBiCGStab	3.26883160e-07	1.30398770e-10	1	true	GAMG	3.91357460e-06	3.41659450e-07	2	true
1160            	DILUPBiCGStab	1.46211740e-05	3.68617820e-09	1	2.95951690e-06	3.29151650e-09	2	false	DILUPBiCGStab	1.40109910e-05	4.30182070e-10	1	true	DILUPBiCGStab	3.26448340e-07	1.30174360e-10	1	true	GAMG	3.90867540e-06	3.41261190e-07	2	true
1161            	DILUPBiCGStab	1.46108840e-05	3.68069860e-09	1	2.95500080e-06	3.28337950e-09	2	false	DILUPBiCGStab	1.40062950e-05	4.29522530e-10	1	true	DILUPBiCGStab	3.26014310e-07	1.29950490e-10	1	true	GAMG	3.90377510e-06	3.40863950e-07	2	true
1162            	DILUPBiCGStab	1.46006030e-05	3.67522650e-09	1	2.95050290e-06	3.27524340e-09	2	false	DILUPBiCGStab	1.40016610e-05	4.28864030e-10	1	true	DILUPBiCGStab	3.25581050e-07	1.29727140e-10	1	true	GAMG	3.89886110e-06	3.40467720e-07	2	true
1163            	DILUPBiCGStab	1.45903270e-05	3.66976170e-09	1	2.94600600e-06	3.26712430e-09	2	false	DILUPBiCGStab	1.39970130e-05	4.28206560e-10	1	true	DILUPBiCGStab	3.25148560e-07	1.29504300e-10	1	true	GAMG	3.89393610e-06	3.40072370e-07	2	true
1164            	DILUPBiCGStab	1.45800570e-05	3.66430390e-09	1	2.94150480e-06	3.25913880e-09	2	false	DILUPBiCGStab	1.39923470e-05	4.27550120e-10	1	true	DILUPBiCGStab	3.24716850e-07	1.29281970e-10	1	true	GAMG	3.88899850e-06	3.39677880e-07	2	true
1165            	DILUPBiCGStab	1.45697950e-05	3.65885330e-09	1	2.93700160e-06	3.25135030e-09	2	false	DILUPBiCGStab	1.39876630e-05	4.26895110e-10	1	true	DILUPBiCGStab	3.24285900e-07	1.29060150e-10	1	true	GAMG	3.88408330e-06	3.39283900e-07	2	true
1166            	DILUPBiCGStab	1.45595370e-05	3.65341500e-09	1	2.93249670e-06	3.24356100e-09	2	false	DILUPBiCGStab	1.39829610e-05	4.26241730e-10	1	true	DILUPBiCGStab	3.23855730e-07	1.28838830e-10	1	true	GAMG	3.87918930e-06	3.38890780e-07	2	true
1167            	DILUPBiCGStab	1.45492840e-05	3.64798490e-09	1	2.92798920e-06	3.23577100e-09	2	false	DILUPBiCGStab	1.39782420e-05	4.25589550e-10	1	true	DILUPBiCGStab	3.23426320e-07	1.28618030e-10	1	true	GAMG	3.87430640e-06	3.38498410e-07	2	true
