# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
572             	DILUPBiCGStab	2.44930200e-05	1.85829850e-09	2	8.86602160e-06	3.88621290e-09	2	false	DILUPBiCGStab	1.47758760e-05	1.22122940e-09	1	true	DILUPBiCGStab	8.02731240e-07	4.54955790e-10	1	true	GAMG	1.06087670e-05	8.53163560e-07	2	true
573             	DILUPBiCGStab	2.44672360e-05	1.85379150e-09	2	8.84404980e-06	3.87192040e-09	2	false	DILUPBiCGStab	1.47698370e-05	1.21866130e-09	1	true	DILUPBiCGStab	8.01294470e-07	4.53725410e-10	1	true	GAMG	1.05843000e-05	8.51594860e-07	2	true
574             	DILUPBiCGStab	2.44414440e-05	1.84927880e-09	2	8.82206210e-06	3.85763530e-09	2	false	DILUPBiCGStab	1.47637200e-05	1.21619980e-09	1	true	DILUPBiCGStab	7.99861850e-07	4.52505740e-10	1	true	GAMG	1.05597400e-05	8.50030560e-07	2	true
575             	DILUPBiCGStab	2.44156440e-05	1.84478650e-09	2	8.80006310e-06	3.84351210e-09	2	false	DILUPBiCGStab	1.47574770e-05	1.21373360e-09	1	true	DILUPBiCGStab	7.98433340e-07	4.51294790e-10	1	true	GAMG	1.05351240e-05	8.48469970e-07	2	true
576             	DILUPBiCGStab	2.43898420e-05	1.84026510e-09	2	8.77861360e-06	3.82955770e-09	2	false	DILUPBiCGStab	1.47510530e-05	1.21118780e-09	1	true	DILUPBiCGStab	7.97008940e-07	4.50088680e-10	1	true	GAMG	1.05105690e-05	8.46913860e-07	2	true
577             	DILUPBiCGStab	2.43640480e-05	1.83577970e-09	2	8.75797060e-06	3.81633940e-09	2	false	DILUPBiCGStab	1.47448780e-05	1.20860130e-09	1	true	DILUPBiCGStab	7.95588620e-07	4.48886520e-10	1	true	GAMG	1.04859130e-05	8.45360670e-07	2	true
578             	DILUPBiCGStab	2.43382850e-05	1.83129170e-09	2	8.73760770e-06	3.80309510e-09	2	false	DILUPBiCGStab	1.47392520e-05	1.20599470e-09	1	true	DILUPBiCGStab	7.94172340e-07	4.47688010e-10	1	true	GAMG	1.04610030e-05	8.43809690e-07	2	true
579             	DILUPBiCGStab	2.43125390e-05	1.82679760e-09	2	8.71784770e-06	3.78984450e-09	2	false	DILUPBiCGStab	1.47336140e-05	1.20338870e-09	1	true	DILUPBiCGStab	7.92760070e-07	4.46494440e-10	1	true	GAMG	1.04358860e-05	8.42262120e-07	2	true
580             	DILUPBiCGStab	2.42867950e-05	1.82229030e-09	2	8.69802270e-06	3.77658400e-09	2	false	DILUPBiCGStab	1.47277640e-05	1.20079540e-09	1	true	DILUPBiCGStab	7.91351760e-07	4.45307880e-10	1	true	GAMG	1.04109180e-05	8.40718760e-07	2	true
581             	DILUPBiCGStab	2.42610490e-05	1.81777440e-09	2	8.67822560e-06	3.76335020e-09	2	false	DILUPBiCGStab	1.47217580e-05	1.19822710e-09	1	true	DILUPBiCGStab	7.89947400e-07	4.44122300e-10	1	true	GAMG	1.03859710e-05	8.39179850e-07	2	true
582             	DILUPBiCGStab	2.42352990e-05	1.81323430e-09	2	8.65888200e-06	3.75016170e-09	2	false	DILUPBiCGStab	1.47157240e-05	1.19565610e-09	1	true	DILUPBiCGStab	7.88546950e-07	4.42938640e-10	1	true	GAMG	1.03609430e-05	8.37645950e-07	2	true
583             	DILUPBiCGStab	2.42095470e-05	1.80867260e-09	2	8.63996920e-06	3.73697640e-09	2	false	DILUPBiCGStab	1.47097560e-05	1.19308970e-09	1	true	DILUPBiCGStab	7.87150370e-07	4.41757550e-10	1	true	GAMG	1.03359310e-05	8.36116040e-07	2	true
584             	DILUPBiCGStab	2.41837930e-05	1.80419940e-09	2	8.62101270e-06	3.72379010e-09	2	false	DILUPBiCGStab	1.47048230e-05	1.19052340e-09	1	true	DILUPBiCGStab	7.85757650e-07	4.40579640e-10	1	true	GAMG	1.03112920e-05	8.34589030e-07	2	true
585             	DILUPBiCGStab	2.41580680e-05	1.79974100e-09	2	8.60200120e-06	3.71059310e-09	2	false	DILUPBiCGStab	1.46998360e-05	1.18795950e-09	1	true	DILUPBiCGStab	7.84368750e-07	4.39405310e-10	1	true	GAMG	1.02878960e-05	8.33063920e-07	2	true
586             	DILUPBiCGStab	2.41324100e-05	1.79528870e-09	2	8.58293110e-06	3.69738630e-09	2	false	DILUPBiCGStab	1.46950210e-05	1.18540840e-09	1	true	DILUPBiCGStab	7.82983650e-07	4.38234900e-10	1	true	GAMG	1.02645460e-05	8.31540400e-07	2	true
587             	DILUPBiCGStab	2.41067550e-05	1.79083780e-09	2	8.56399800e-06	3.68417060e-09	2	false	DILUPBiCGStab	1.46900800e-05	1.18286010e-09	1	true	DILUPBiCGStab	7.81602330e-07	4.37068440e-10	1	true	GAMG	1.02418180e-05	8.30019100e-07	2	true
588             	DILUPBiCGStab	2.40811150e-05	1.78638790e-09	2	8.54541460e-06	3.67094730e-09	2	false	DILUPBiCGStab	1.46853440e-05	1.18033540e-09	1	true	DILUPBiCGStab	7.80224750e-07	4.35905940e-10	1	true	GAMG	1.02190230e-05	8.28501440e-07	2	true
589             	DILUPBiCGStab	2.40554880e-05	1.78193860e-09	2	8.52696630e-06	3.65772130e-09	2	false	DILUPBiCGStab	1.46823410e-05	1.17784720e-09	1	true	DILUPBiCGStab	7.78850910e-07	4.34747450e-10	1	true	GAMG	1.01961440e-05	8.26986120e-07	2	true
590             	DILUPBiCGStab	2.40298620e-05	1.77748990e-09	2	8.50860260e-06	3.64449060e-09	2	false	DILUPBiCGStab	1.46792010e-05	1.17538230e-09	1	true	DILUPBiCGStab	7.77480770e-07	4.33592980e-10	1	true	GAMG	1.01733750e-05	8.25473950e-07	2	true
591             	DILUPBiCGStab	2.40042400e-05	9.98381710e-09	1	8.49021980e-06	3.63125500e-09	2	false	DILUPBiCGStab	1.46759360e-05	1.17018680e-09	1	true	DILUPBiCGStab	7.76109640e-07	4.32250130e-10	1	true	GAMG	1.01687160e-05	8.22578960e-07	2	true
592             	DILUPBiCGStab	2.39783820e-05	9.97852070e-09	1	8.47844090e-06	3.61229550e-09	2	false	DILUPBiCGStab	1.46733090e-05	1.16609020e-09	1	true	DILUPBiCGStab	7.74746130e-07	4.30975430e-10	1	true	GAMG	1.01953410e-05	8.20873830e-07	2	true
593             	DILUPBiCGStab	2.39531080e-05	9.98696010e-09	1	8.46026050e-06	3.59634960e-09	2	false	DILUPBiCGStab	1.46713380e-05	1.16301000e-09	1	true	DILUPBiCGStab	7.73386070e-07	4.29771890e-10	1	true	GAMG	1.01241070e-05	8.18610340e-07	2	true
594             	DILUPBiCGStab	2.39276640e-05	9.99173910e-09	1	8.43726760e-06	3.58140280e-09	2	false	DILUPBiCGStab	1.46696490e-05	1.16050750e-09	1	true	DILUPBiCGStab	7.72030120e-07	4.28620230e-10	1	true	GAMG	1.00554220e-05	8.16883920e-07	2	true
595             	DILUPBiCGStab	2.39020810e-05	9.98979670e-09	1	8.41292820e-06	3.56761510e-09	2	false	DILUPBiCGStab	1.46696350e-05	1.15825700e-09	1	true	DILUPBiCGStab	7.70677970e-07	4.27508010e-10	1	true	GAMG	1.00012160e-05	8.15622860e-07	2	true
596             	DILUPBiCGStab	2.38764980e-05	9.98318730e-09	1	8.38933230e-06	3.55505760e-09	2	false	DILUPBiCGStab	1.46713800e-05	1.15610800e-09	1	true	DILUPBiCGStab	7.69329550e-07	4.26408810e-10	1	true	GAMG	9.96897590e-06	8.14541920e-07	2	true
597             	DILUPBiCGStab	2.38510150e-05	9.97394890e-09	1	8.36737910e-06	3.54328550e-09	2	false	DILUPBiCGStab	1.46741990e-05	1.15398310e-09	1	true	DILUPBiCGStab	7.67984770e-07	4.25316920e-10	1	true	GAMG	9.96109380e-06	8.13416500e-07	2	true
598             	DILUPBiCGStab	2.38256600e-05	9.96316070e-09	1	8.34735530e-06	3.53270720e-09	2	false	DILUPBiCGStab	1.46768050e-05	1.15185490e-09	1	true	DILUPBiCGStab	7.66643540e-07	4.24229620e-10	1	true	GAMG	9.97547180e-06	8.12132920e-07	2	true
599             	DILUPBiCGStab	2.38003920e-05	9.95081160e-09	1	8.32911180e-06	3.52245390e-09	2	false	DILUPBiCGStab	1.46792070e-05	1.14971610e-09	1	true	DILUPBiCGStab	7.65305840e-07	4.23145870e-10	1	true	GAMG	9.98421580e-06	8.10674980e-07	2	true
600             	DILUPBiCGStab	2.37752110e-05	9.93694800e-09	1	8.31218500e-06	3.51181800e-09	2	false	DILUPBiCGStab	1.46814120e-05	1.14756910e-09	1	true	DILUPBiCGStab	7.63971620e-07	4.22065380e-10	1	true	GAMG	9.97817400e-06	8.09090190e-07	2	true
601             	DILUPBiCGStab	2.37500670e-05	9.92165820e-09	1	8.29644350e-06	3.50069680e-09	2	false	DILUPBiCGStab	1.46834280e-05	1.14541410e-09	1	true	DILUPBiCGStab	7.62640860e-07	4.20987870e-10	1	true	GAMG	9.95775810e-06	8.07456880e-07	2	true
602             	DILUPBiCGStab	2.37249910e-05	9.90524580e-09	1	8.28111470e-06	3.48949780e-09	2	false	DILUPBiCGStab	1.46853060e-05	1.14324970e-09	1	true	DILUPBiCGStab	7.61313540e-07	4.19913100e-10	1	true	GAMG	9.93167140e-06	8.05854990e-07	2	true
603             	DILUPBiCGStab	2.36999630e-05	9.88797400e-09	1	8.26584800e-06	3.47815690e-09	2	false	DILUPBiCGStab	1.46871300e-05	1.14107460e-09	1	true	DILUPBiCGStab	7.59989630e-07	4.18840700e-10	1	true	GAMG	9.90270370e-06	8.04343350e-07	2	true
604             	DILUPBiCGStab	2.36749280e-05	9.87010060e-09	1	8.25045570e-06	3.46658340e-09	2	false	DILUPBiCGStab	1.46887760e-05	1.13889040e-09	1	true	DILUPBiCGStab	7.58669100e-07	4.17770460e-10	1	true	GAMG	9.87195680e-06	8.02951800e-07	2	true
605             	DILUPBiCGStab	2.36498920e-05	9.85176930e-09	1	8.23534980e-06	3.45490340e-09	2	false	DILUPBiCGStab	1.46902430e-05	1.13669420e-09	1	true	DILUPBiCGStab	7.57351930e-07	4.16702230e-10	1	true	GAMG	9.84069710e-06	8.01683010e-07	2	true
606             	DILUPBiCGStab	2.36248740e-05	9.83310140e-09	1	8.22010350e-06	3.44320500e-09	2	false	DILUPBiCGStab	1.46915380e-05	1.13448530e-09	1	true	DILUPBiCGStab	7.56038090e-07	4.15636050e-10	1	true	GAMG	9.80988430e-06	8.00517670e-07	2	true
607             	DILUPBiCGStab	2.35999070e-05	9.81416830e-09	1	8.20461970e-06	3.43153300e-09	2	false	DILUPBiCGStab	1.46927000e-05	1.13226230e-09	1	true	DILUPBiCGStab	7.54727560e-07	4.14572000e-10	1	true	GAMG	9.78048000e-06	7.99421580e-07	2	true
608             	DILUPBiCGStab	2.35749150e-05	9.79514570e-09	1	8.18908670e-06	3.41989710e-09	2	false	DILUPBiCGStab	1.46937740e-05	1.13002620e-09	1	true	DILUPBiCGStab	7.53420330e-07	4.13510760e-10	1	true	GAMG	9.75367850e-06	7.98355340e-07	2	true
609             	DILUPBiCGStab	2.35499020e-05	9.77618050e-09	1	8.17344620e-06	3.40829010e-09	2	false	DILUPBiCGStab	1.46948100e-05	1.12777820e-09	1	true	DILUPBiCGStab	7.52116380e-07	4.12452110e-10	1	true	GAMG	9.73043230e-06	7.97282740e-07	2	true
610             	DILUPBiCGStab	2.35249630e-05	9.75711970e-09	1	8.15759640e-06	3.39669530e-09	2	false	DILUPBiCGStab	1.46957360e-05	1.12552230e-09	1	true	DILUPBiCGStab	7.50815690e-07	4.11395630e-10	1	true	GAMG	9.70928040e-06	7.96170890e-07	2	true
611             	DILUPBiCGStab	2.35000550e-05	9.73789310e-09	1	8.14155520e-06	3.38508480e-09	2	false	DILUPBiCGStab	1.46964840e-05	1.12325550e-09	1	true	DILUPBiCGStab	7.49518230e-07	4.10341410e-10	1	true	GAMG	9.68945790e-06	7.94995110e-07	2	true
612             	DILUPBiCGStab	2.34751390e-05	9.71848510e-09	1	8.12548640e-06	3.37344780e-09	2	false	DILUPBiCGStab	1.46970810e-05	1.12097870e-09	1	true	DILUPBiCGStab	7.48223990e-07	4.09289350e-10	1	true	GAMG	9.67070030e-06	7.93742180e-07	2	true
613             	DILUPBiCGStab	2.34503270e-05	9.69900070e-09	1	8.10986180e-06	3.36184090e-09	2	false	DILUPBiCGStab	1.46975540e-05	1.11894380e-09	1	true	DILUPBiCGStab	7.46932950e-07	4.08255030e-10	1	true	GAMG	9.65228620e-06	7.92407580e-07	2	true
614             	DILUPBiCGStab	2.34255550e-05	9.67939570e-09	1	8.09410520e-06	3.35039610e-09	2	false	DILUPBiCGStab	1.46979270e-05	1.11692980e-09	1	true	DILUPBiCGStab	7.45645120e-07	4.07229570e-10	1	true	GAMG	9.63271400e-06	7.90996540e-07	2	true
615             	DILUPBiCGStab	2.34007800e-05	9.65965210e-09	1	8.07821360e-06	3.33893960e-09	2	false	DILUPBiCGStab	1.46983010e-05	1.11475850e-09	1	true	DILUPBiCGStab	7.44360480e-07	4.06202290e-10	1	true	GAMG	9.61209810e-06	7.89520340e-07	2	true
616             	DILUPBiCGStab	2.33776280e-05	9.63974300e-09	1	8.06220790e-06	3.32745550e-09	2	false	DILUPBiCGStab	1.46987340e-05	1.11248160e-09	1	true	DILUPBiCGStab	7.43078990e-07	4.05173390e-10	1	true	GAMG	9.59062900e-06	7.87995720e-07	2	true
617             	DILUPBiCGStab	2.33545090e-05	9.61963710e-09	1	8.04634760e-06	3.31596420e-09	2	false	DILUPBiCGStab	1.46991360e-05	1.11016340e-09	1	true	DILUPBiCGStab	7.41800630e-07	4.04143600e-10	1	true	GAMG	9.56871520e-06	7.86442360e-07	2	true
618             	DILUPBiCGStab	2.33313950e-05	9.59935720e-09	1	8.03055440e-06	3.30447430e-09	2	false	DILUPBiCGStab	1.46994000e-05	1.10783380e-09	1	true	DILUPBiCGStab	7.40525380e-07	4.03113890e-10	1	true	GAMG	9.54653790e-06	7.84879640e-07	2	true
619             	DILUPBiCGStab	2.33082890e-05	9.57894480e-09	1	8.01467120e-06	3.29298520e-09	2	false	DILUPBiCGStab	1.46997900e-05	1.10549270e-09	1	true	DILUPBiCGStab	7.39253220e-07	4.02085320e-10	1	true	GAMG	9.52378650e-06	7.83326150e-07	2	true
620             	DILUPBiCGStab	2.32851960e-05	9.55849420e-09	1	7.99866550e-06	3.28149820e-09	2	false	DILUPBiCGStab	1.47000760e-05	1.10316860e-09	1	true	DILUPBiCGStab	7.37984150e-07	4.01058550e-10	1	true	GAMG	9.50046740e-06	7.81798450e-07	2	true
621             	DILUPBiCGStab	2.32621140e-05	9.53803470e-09	1	7.98252770e-06	3.27001390e-09	2	false	DILUPBiCGStab	1.47001900e-05	1.10086350e-09	1	true	DILUPBiCGStab	7.36718140e-07	4.00034010e-10	1	true	GAMG	9.47665870e-06	7.80308540e-07	2	true
622             	DILUPBiCGStab	2.32390490e-05	9.51762170e-09	1	7.96626770e-06	3.25853500e-09	2	false	DILUPBiCGStab	1.47004100e-05	1.09856480e-09	1	true	DILUPBiCGStab	7.35455190e-07	3.99012020e-10	1	true	GAMG	9.45386810e-06	7.78863600e-07	2	true
623             	DILUPBiCGStab	2.32160100e-05	9.49728710e-09	1	7.94989250e-06	3.24707400e-09	2	false	DILUPBiCGStab	1.47004750e-05	1.09627870e-09	1	true	DILUPBiCGStab	7.34195280e-07	3.97992870e-10	1	true	GAMG	9.43091020e-06	7.77465910e-07	2	true
624             	DILUPBiCGStab	2.31929760e-05	9.47697390e-09	1	7.93339900e-06	3.23562330e-09	2	false	DILUPBiCGStab	1.47006480e-05	1.09402570e-09	1	true	DILUPBiCGStab	7.32938390e-07	3.96976670e-10	1	true	GAMG	9.40778370e-06	7.76112370e-07	2	true
625             	DILUPBiCGStab	2.31699430e-05	9.45667160e-09	1	7.91682650e-06	3.22454700e-09	2	false	DILUPBiCGStab	1.47010300e-05	1.09178120e-09	1	true	DILUPBiCGStab	7.31684500e-07	3.95963520e-10	1	true	GAMG	9.38462350e-06	7.74795920e-07	2	true
626             	DILUPBiCGStab	2.31469370e-05	9.43639890e-09	1	7.90016780e-06	3.21347200e-09	2	false	DILUPBiCGStab	1.47014590e-05	1.08954750e-09	1	true	DILUPBiCGStab	7.30433610e-07	3.94953480e-10	1	true	GAMG	9.36157630e-06	7.73506490e-07	2	true
627             	DILUPBiCGStab	2.31239330e-05	9.41615800e-09	1	7.88341670e-06	3.20240040e-09	2	false	DILUPBiCGStab	1.47017750e-05	1.08732410e-09	1	true	DILUPBiCGStab	7.29185700e-07	3.93946640e-10	1	true	GAMG	9.33891110e-06	7.72233120e-07	2	true
628             	DILUPBiCGStab	2.31009300e-05	9.39595880e-09	1	7.86669980e-06	3.19133770e-09	2	false	DILUPBiCGStab	1.47020950e-05	1.08510220e-09	1	true	DILUPBiCGStab	7.27940760e-07	3.92943080e-10	1	true	GAMG	9.31686930e-06	7.70963790e-07	2	true
629             	DILUPBiCGStab	2.30779260e-05	9.37593560e-09	1	7.84989250e-06	3.18027350e-09	2	false	DILUPBiCGStab	1.47023910e-05	1.08288270e-09	1	true	DILUPBiCGStab	7.26698770e-07	3.91942780e-10	1	true	GAMG	9.29527150e-06	7.69687690e-07	2	true
630             	DILUPBiCGStab	2.30549240e-05	9.35653790e-09	1	7.83300500e-06	3.16920840e-09	2	false	DILUPBiCGStab	1.47025730e-05	1.08066890e-09	1	true	DILUPBiCGStab	7.25459710e-07	3.90946180e-10	1	true	GAMG	9.27394140e-06	7.68396040e-07	2	true
631             	DILUPBiCGStab	2.30319250e-05	9.33736690e-09	1	7.81671070e-06	3.15814300e-09	2	false	DILUPBiCGStab	1.47025970e-05	1.07845660e-09	1	true	DILUPBiCGStab	7.24223580e-07	3.89953060e-10	1	true	GAMG	9.25295650e-06	7.67082640e-07	2	true
632             	DILUPBiCGStab	2.30089280e-05	9.31823620e-09	1	7.80042840e-06	3.14715060e-09	2	false	DILUPBiCGStab	1.47024620e-05	1.07626650e-09	1	true	DILUPBiCGStab	7.22990350e-07	3.88963180e-10	1	true	GAMG	9.23243680e-06	7.65744310e-07	2	true
633             	DILUPBiCGStab	2.29859460e-05	9.29911920e-09	1	7.78411010e-06	3.13616260e-09	2	false	DILUPBiCGStab	1.47021710e-05	1.07409480e-09	1	true	DILUPBiCGStab	7.21760020e-07	3.87976550e-10	1	true	GAMG	9.21202550e-06	7.64381000e-07	2	true
634             	DILUPBiCGStab	2.29629810e-05	9.28001390e-09	1	7.76775380e-06	3.12517540e-09	2	false	DILUPBiCGStab	1.47017230e-05	1.07192560e-09	1	true	DILUPBiCGStab	7.20532570e-07	3.86993180e-10	1	true	GAMG	9.19152180e-06	7.62995480e-07	2	true
635             	DILUPBiCGStab	2.29400350e-05	9.26092460e-09	1	7.75136000e-06	3.11418920e-09	2	false	DILUPBiCGStab	1.47015080e-05	1.06978210e-09	1	true	DILUPBiCGStab	7.19307980e-07	3.86013070e-10	1	true	GAMG	9.17089640e-06	7.61591550e-07	2	true
636             	DILUPBiCGStab	2.29171100e-05	9.24182990e-09	1	7.73493430e-06	3.10323640e-09	2	false	DILUPBiCGStab	1.47011650e-05	1.06764840e-09	1	true	DILUPBiCGStab	7.18086260e-07	3.85036310e-10	1	true	GAMG	9.15018560e-06	7.60175670e-07	2	true
637             	DILUPBiCGStab	2.28941940e-05	9.22272940e-09	1	7.71848330e-06	3.09261370e-09	2	false	DILUPBiCGStab	1.47007160e-05	1.06551880e-09	1	true	DILUPBiCGStab	7.16867380e-07	3.84062840e-10	1	true	GAMG	9.12937580e-06	7.58754090e-07	2	true
638             	DILUPBiCGStab	2.28713150e-05	9.20362390e-09	1	7.70213990e-06	3.08199120e-09	2	false	DILUPBiCGStab	1.47002370e-05	1.06339840e-09	1	true	DILUPBiCGStab	7.15651330e-07	3.83092720e-10	1	true	GAMG	9.10846290e-06	7.57333180e-07	2	true
639             	DILUPBiCGStab	2.28484480e-05	9.18454860e-09	1	7.68581380e-06	3.07137670e-09	2	false	DILUPBiCGStab	1.46996200e-05	1.06128030e-09	1	true	DILUPBiCGStab	7.14438110e-07	3.82125860e-10	1	true	GAMG	9.08775570e-06	7.55918890e-07	2	true
640             	DILUPBiCGStab	2.28255890e-05	9.16549950e-09	1	7.66963680e-06	3.06079590e-09	2	false	DILUPBiCGStab	1.46988530e-05	1.05916240e-09	1	true	DILUPBiCGStab	7.13227690e-07	3.81162290e-10	1	true	GAMG	9.06854070e-06	7.54515820e-07	2	true
641             	DILUPBiCGStab	2.28027390e-05	9.14648280e-09	1	7.65375170e-06	3.05021990e-09	2	false	DILUPBiCGStab	1.46979350e-05	1.05704440e-09	1	true	DILUPBiCGStab	7.12020060e-07	3.80202370e-10	1	true	GAMG	9.04937000e-06	7.53127140e-07	2	true
642             	DILUPBiCGStab	2.27798960e-05	9.12756490e-09	1	7.63786920e-06	3.03967200e-09	2	false	DILUPBiCGStab	1.46969550e-05	1.05492690e-09	1	true	DILUPBiCGStab	7.10815220e-07	3.79246440e-10	1	true	GAMG	9.03036030e-06	7.51754550e-07	2	true
643             	DILUPBiCGStab	2.27570590e-05	9.10878060e-09	1	7.62197390e-06	3.02912470e-09	2	false	DILUPBiCGStab	1.46958270e-05	1.05281370e-09	1	true	DILUPBiCGStab	7.09613140e-07	3.78293790e-10	1	true	GAMG	9.01160860e-06	7.50397890e-07	2	true
644             	DILUPBiCGStab	2.27342550e-05	9.08999800e-09	1	7.60605230e-06	3.01864850e-09	2	false	DILUPBiCGStab	1.46946510e-05	1.05073540e-09	1	true	DILUPBiCGStab	7.08413810e-07	3.77344370e-10	1	true	GAMG	8.99305690e-06	7.49055920e-07	2	true
645             	DILUPBiCGStab	2.27114590e-05	9.07121940e-09	1	7.59007990e-06	3.00833690e-09	2	false	DILUPBiCGStab	1.46934460e-05	1.04867220e-09	1	true	DILUPBiCGStab	7.07217230e-07	3.76398140e-10	1	true	GAMG	8.97448040e-06	7.47726530e-07	2	true
646             	DILUPBiCGStab	2.26886690e-05	9.05251570e-09	1	7.57405370e-06	2.99802430e-09	2	false	DILUPBiCGStab	1.46921630e-05	1.04661070e-09	1	true	DILUPBiCGStab	7.06023390e-07	3.75455100e-10	1	true	GAMG	8.95588800e-06	7.46406600e-07	2	true
647             	DILUPBiCGStab	2.26658840e-05	9.03387020e-09	1	7.55797200e-06	2.98771150e-09	2	false	DILUPBiCGStab	1.46907990e-05	1.04454960e-09	1	true	DILUPBiCGStab	7.04832270e-07	3.74515240e-10	1	true	GAMG	8.93832940e-06	7.45092770e-07	2	true
648             	DILUPBiCGStab	2.26431040e-05	9.01523370e-09	1	7.54236530e-06	2.97739940e-09	2	false	DILUPBiCGStab	1.46893120e-05	1.04249670e-09	1	true	DILUPBiCGStab	7.03643850e-07	3.73578600e-10	1	true	GAMG	8.92133000e-06	7.43781410e-07	2	true
649             	DILUPBiCGStab	2.26203620e-05	8.99660720e-09	1	7.52686920e-06	2.96709720e-09	2	false	DILUPBiCGStab	1.46876970e-05	1.04046020e-09	1	true	DILUPBiCGStab	7.02458140e-07	3.72645190e-10	1	true	GAMG	8.90442560e-06	7.42470570e-07	2	true
650             	DILUPBiCGStab	2.25976530e-05	8.97824180e-09	1	7.51131520e-06	2.95684740e-09	2	false	DILUPBiCGStab	1.46862880e-05	1.03844630e-09	1	true	DILUPBiCGStab	7.01275130e-07	3.71714920e-10	1	true	GAMG	8.88746600e-06	7.41157500e-07	2	true
651             	DILUPBiCGStab	2.25749590e-05	8.96004540e-09	1	7.49571350e-06	2.94659860e-09	2	false	DILUPBiCGStab	1.46850450e-05	1.03643290e-09	1	true	DILUPBiCGStab	7.00094780e-07	3.70787750e-10	1	true	GAMG	8.87103460e-06	7.39840720e-07	2	true
652             	DILUPBiCGStab	2.25522750e-05	8.94190630e-09	1	7.48005460e-06	2.93635170e-09	2	false	DILUPBiCGStab	1.46836610e-05	1.03442030e-09	1	true	DILUPBiCGStab	6.98917100e-07	3.69863710e-10	1	true	GAMG	8.85541780e-06	7.38519650e-07	2	true
653             	DILUPBiCGStab	2.25295990e-05	8.92379340e-09	1	7.46437100e-06	2.92610800e-09	2	false	DILUPBiCGStab	1.46821380e-05	1.03240770e-09	1	true	DILUPBiCGStab	6.97742070e-07	3.68942910e-10	1	true	GAMG	8.83990940e-06	7.37194540e-07	2	true
654             	DILUPBiCGStab	2.25069530e-05	8.90576010e-09	1	7.44864050e-06	2.91587270e-09	2	false	DILUPBiCGStab	1.46807070e-05	1.03039940e-09	1	true	DILUPBiCGStab	6.96569690e-07	3.68025210e-10	1	true	GAMG	8.82550920e-06	7.35866190e-07	2	true
655             	DILUPBiCGStab	2.24843210e-05	8.88775090e-09	1	7.43285920e-06	2.90564070e-09	2	false	DILUPBiCGStab	1.46792130e-05	1.02839160e-09	1	true	DILUPBiCGStab	6.95399950e-07	3.67110730e-10	1	true	GAMG	8.81207570e-06	7.34536070e-07	2	true
656             	DILUPBiCGStab	2.24617010e-05	8.86979820e-09	1	7.41703080e-06	2.89559640e-09	2	false	DILUPBiCGStab	1.46775810e-05	1.02638920e-09	1	true	DILUPBiCGStab	6.94232830e-07	3.66199480e-10	1	true	GAMG	8.79950110e-06	7.33205720e-07	2	true
657             	DILUPBiCGStab	2.24390900e-05	8.85186380e-09	1	7.40120050e-06	2.88619750e-09	2	false	DILUPBiCGStab	1.46759310e-05	1.02439250e-09	1	true	DILUPBiCGStab	6.93068340e-07	3.65291730e-10	1	true	GAMG	8.78724890e-06	7.31877150e-07	2	true
658             	DILUPBiCGStab	2.24164890e-05	8.83394480e-09	1	7.38537630e-06	2.87679760e-09	2	false	DILUPBiCGStab	1.46742680e-05	1.02239800e-09	1	true	DILUPBiCGStab	6.91906450e-07	3.64387050e-10	1	true	GAMG	8.77490690e-06	7.30552020e-07	2	true
659             	DILUPBiCGStab	2.23939220e-05	8.81603630e-09	1	7.36950360e-06	2.86739710e-09	2	false	DILUPBiCGStab	1.46725760e-05	1.02040640e-09	1	true	DILUPBiCGStab	6.90747160e-07	3.63485450e-10	1	true	GAMG	8.76259930e-06	7.29231430e-07	2	true
660             	DILUPBiCGStab	2.23713890e-05	8.79814830e-09	1	7.35360410e-06	2.85799640e-09	2	false	DILUPBiCGStab	1.46709870e-05	1.01842010e-09	1	true	DILUPBiCGStab	6.89590460e-07	3.62586890e-10	1	true	GAMG	8.75021200e-06	7.27916440e-07	2	true
661             	DILUPBiCGStab	2.23488680e-05	8.78027600e-09	1	7.33769020e-06	2.84859590e-09	2	false	DILUPBiCGStab	1.46696910e-05	1.01643820e-09	1	true	DILUPBiCGStab	6.88436330e-07	3.61691370e-10	1	true	GAMG	8.73773080e-06	7.26607530e-07	2	true
662             	DILUPBiCGStab	2.23263560e-05	8.76241770e-09	1	7.32183720e-06	2.83930300e-09	2	false	DILUPBiCGStab	1.46683110e-05	1.01446430e-09	1	true	DILUPBiCGStab	6.87284770e-07	3.60798860e-10	1	true	GAMG	8.72513500e-06	7.25304540e-07	2	true
663             	DILUPBiCGStab	2.23038590e-05	8.74457250e-09	1	7.30611800e-06	2.83004540e-09	2	false	DILUPBiCGStab	1.46671030e-05	1.01249380e-09	1	true	DILUPBiCGStab	6.86135760e-07	3.59909340e-10	1	true	GAMG	8.71241540e-06	7.24007380e-07	2	true
