# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	U_converged     	nuTilda_solver  	nuTilda_initial 	nuTilda_final   	nuTilda_iters   	nuTilda_converged	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
3751            	DILUPBiCGStab	1.76035490e-05	9.92656000e-09	1	1.79064290e-05	4.28952260e-09	2	false	DILUPBiCGStab	5.86458870e-05	3.40412030e-10	1	true	GAMG	2.86231250e-05	9.23780830e-07	1	true
3752            	DILUPBiCGStab	1.83657100e-05	9.70969560e-09	1	1.86224210e-05	4.32923090e-09	2	false	DILUPBiCGStab	5.92066120e-05	3.34729360e-10	1	true	GAMG	2.80488150e-05	9.39493730e-07	1	true
3753            	DILUPBiCGStab	1.75987390e-05	9.92449070e-09	1	1.79036810e-05	4.28932000e-09	2	false	DILUPBiCGStab	5.86159120e-05	3.40102220e-10	1	true	GAMG	2.86230830e-05	9.23709860e-07	1	true
3754            	DILUPBiCGStab	1.83608180e-05	9.70804970e-09	1	1.86194800e-05	4.32791580e-09	2	false	DILUPBiCGStab	5.91764240e-05	3.34408880e-10	1	true	GAMG	2.80482240e-05	9.39507060e-07	1	true
3755            	DILUPBiCGStab	1.75939330e-05	9.92240220e-09	1	1.79009430e-05	4.28921310e-09	2	false	DILUPBiCGStab	5.85859890e-05	3.39793070e-10	1	true	GAMG	2.86229480e-05	9.23651450e-07	1	true
3756            	DILUPBiCGStab	1.83559250e-05	9.70642110e-09	1	1.86165510e-05	4.32649810e-09	2	false	DILUPBiCGStab	5.91462700e-05	3.34085920e-10	1	true	GAMG	2.80477330e-05	9.39470900e-07	1	true
3757            	DILUPBiCGStab	1.75891300e-05	9.92033500e-09	1	1.78982100e-05	4.28923530e-09	2	false	DILUPBiCGStab	5.85560860e-05	3.39484030e-10	1	true	GAMG	2.86227520e-05	9.23566540e-07	1	true
3758            	DILUPBiCGStab	1.83510330e-05	9.70477690e-09	1	1.86136260e-05	4.32495940e-09	2	false	DILUPBiCGStab	5.91161430e-05	3.33760880e-10	1	true	GAMG	2.80473370e-05	9.39393440e-07	1	true
3759            	DILUPBiCGStab	1.75843290e-05	9.91831060e-09	1	1.78954760e-05	4.28939380e-09	2	false	DILUPBiCGStab	5.85262100e-05	3.39175790e-10	1	true	GAMG	2.86225240e-05	9.23426060e-07	1	true
3760            	DILUPBiCGStab	1.83461430e-05	9.70310280e-09	1	1.86107010e-05	4.32330520e-09	2	false	DILUPBiCGStab	5.90860420e-05	3.33434040e-10	1	true	GAMG	2.80470290e-05	9.39282470e-07	1	true
3761            	DILUPBiCGStab	1.75795300e-05	9.91633630e-09	1	1.78927370e-05	4.28966980e-09	2	false	DILUPBiCGStab	5.84963590e-05	3.38867920e-10	1	true	GAMG	2.86222960e-05	9.23215280e-07	1	true
3762            	DILUPBiCGStab	1.83412550e-05	9.70139660e-09	1	1.86077720e-05	4.32156290e-09	2	false	DILUPBiCGStab	5.90559670e-05	3.33105530e-10	1	true	GAMG	2.80467810e-05	9.39143960e-07	1	true
3763            	DILUPBiCGStab	1.75747310e-05	9.91441150e-09	1	1.78899870e-05	4.29002180e-09	2	false	DILUPBiCGStab	5.84665350e-05	3.38560180e-10	1	true	GAMG	2.86220900e-05	9.22936660e-07	1	true
3764            	DILUPBiCGStab	1.83363710e-05	9.69966900e-09	1	1.86048400e-05	4.31977500e-09	2	false	DILUPBiCGStab	5.90259190e-05	3.32775520e-10	1	true	GAMG	2.80465570e-05	9.38982690e-07	1	true
3765            	DILUPBiCGStab	1.75699330e-05	9.91252330e-09	1	1.78872260e-05	4.29040060e-09	2	false	DILUPBiCGStab	5.84367360e-05	3.38252170e-10	1	true	GAMG	2.86219090e-05	9.22607030e-07	1	true
3766            	DILUPBiCGStab	1.83314900e-05	9.69792730e-09	1	1.86019090e-05	4.31799010e-09	2	false	DILUPBiCGStab	5.89958950e-05	3.32444450e-10	1	true	GAMG	2.80463090e-05	9.38803990e-07	1	true
3767            	DILUPBiCGStab	1.75651360e-05	9.91065560e-09	1	1.78844540e-05	4.29075160e-09	2	false	DILUPBiCGStab	5.84069670e-05	3.37943520e-10	1	true	GAMG	2.86217580e-05	9.22252290e-07	1	true
3768            	DILUPBiCGStab	1.83266130e-05	9.69618550e-09	1	1.85989840e-05	4.31625370e-09	2	false	DILUPBiCGStab	5.89659040e-05	3.32112560e-10	1	true	GAMG	2.80460070e-05	9.38614820e-07	1	true
3769            	DILUPBiCGStab	1.75603400e-05	9.90879190e-09	1	1.78816750e-05	4.29103300e-09	2	false	DILUPBiCGStab	5.83772240e-05	3.37634730e-10	1	true	GAMG	2.86216380e-05	9.21901460e-07	1	true
3770            	DILUPBiCGStab	1.83217420e-05	9.69445860e-09	1	1.85960700e-05	4.31459400e-09	2	false	DILUPBiCGStab	5.89359370e-05	3.31780160e-10	1	true	GAMG	2.80456310e-05	9.38424290e-07	1	true
3771            	DILUPBiCGStab	1.75555450e-05	9.90691610e-09	1	1.78788940e-05	4.29122040e-09	2	false	DILUPBiCGStab	5.83475070e-05	3.37325470e-10	1	true	GAMG	2.86215460e-05	9.21578410e-07	1	true
3772            	DILUPBiCGStab	1.83168730e-05	9.69275460e-09	1	1.85931730e-05	4.31302630e-09	2	false	DILUPBiCGStab	5.89059960e-05	3.31447710e-10	1	true	GAMG	2.80451910e-05	9.38242860e-07	1	true
3773            	DILUPBiCGStab	1.75507520e-05	9.90502790e-09	1	1.78761160e-05	4.29130850e-09	2	false	DILUPBiCGStab	5.83178160e-05	3.37015470e-10	1	true	GAMG	2.86214750e-05	9.21300730e-07	1	true
3774            	DILUPBiCGStab	1.83120070e-05	9.69107710e-09	1	1.85902930e-05	4.31155010e-09	2	false	DILUPBiCGStab	5.88760810e-05	3.31115180e-10	1	true	GAMG	2.80447150e-05	9.38079830e-07	1	true
3775            	DILUPBiCGStab	1.75459620e-05	9.90313260e-09	1	1.78733460e-05	4.29130830e-09	2	false	DILUPBiCGStab	5.82881510e-05	3.36705420e-10	1	true	GAMG	2.86214220e-05	9.21075510e-07	1	true
3776            	DILUPBiCGStab	1.83071430e-05	9.68941920e-09	1	1.85874300e-05	4.31015060e-09	2	false	DILUPBiCGStab	5.88461920e-05	3.30783000e-10	1	true	GAMG	2.80442390e-05	9.37943000e-07	1	true
3777            	DILUPBiCGStab	1.75411760e-05	9.90123710e-09	1	1.78705870e-05	4.29124910e-09	2	false	DILUPBiCGStab	5.82585080e-05	3.36394870e-10	1	true	GAMG	2.86213800e-05	9.20900620e-07	1	true
3778            	DILUPBiCGStab	1.83022810e-05	9.68776770e-09	1	1.85845780e-05	4.30880630e-09	2	false	DILUPBiCGStab	5.88163330e-05	3.30451100e-10	1	true	GAMG	2.80437970e-05	9.37836330e-07	1	true
3779            	DILUPBiCGStab	1.75363920e-05	9.89936680e-09	1	1.78678420e-05	4.29115000e-09	2	false	DILUPBiCGStab	5.82289030e-05	3.36083610e-10	1	true	GAMG	2.86213430e-05	9.20767170e-07	1	true
3780            	DILUPBiCGStab	1.82974190e-05	9.68611530e-09	1	1.85817330e-05	4.30749660e-09	2	false	DILUPBiCGStab	5.87865010e-05	3.30119570e-10	1	true	GAMG	2.80434150e-05	9.37759090e-07	1	true
3781            	DILUPBiCGStab	1.75316120e-05	9.89753150e-09	1	1.78651090e-05	4.29103160e-09	2	false	DILUPBiCGStab	5.81993200e-05	3.35771720e-10	1	true	GAMG	2.86213070e-05	9.20663080e-07	1	true
3782            	DILUPBiCGStab	1.82925570e-05	9.68444650e-09	1	1.85788900e-05	4.30620580e-09	2	false	DILUPBiCGStab	5.87566960e-05	3.29788450e-10	1	true	GAMG	2.80431070e-05	9.37705530e-07	1	true
3783            	DILUPBiCGStab	1.75268340e-05	9.89574150e-09	1	1.78623850e-05	4.29090660e-09	2	false	DILUPBiCGStab	5.81697630e-05	3.35459020e-10	1	true	GAMG	2.86212670e-05	9.20575840e-07	1	true
3784            	DILUPBiCGStab	1.82876950e-05	9.68275520e-09	1	1.85760450e-05	4.30492540e-09	2	false	DILUPBiCGStab	5.87269170e-05	3.29458140e-10	1	true	GAMG	2.80428740e-05	9.37666190e-07	1	true
3785            	DILUPBiCGStab	1.75220590e-05	9.89401120e-09	1	1.78596650e-05	4.29077730e-09	2	false	DILUPBiCGStab	5.81402310e-05	3.35145680e-10	1	true	GAMG	2.86212150e-05	9.20492540e-07	1	true
3786            	DILUPBiCGStab	1.82828330e-05	9.68103990e-09	1	1.85731940e-05	4.30365620e-09	2	false	DILUPBiCGStab	5.86971640e-05	3.29128870e-10	1	true	GAMG	2.80426900e-05	9.37629790e-07	1	true
3787            	DILUPBiCGStab	1.75172860e-05	9.89234070e-09	1	1.78569460e-05	4.29063660e-09	2	false	DILUPBiCGStab	5.81107260e-05	3.34832090e-10	1	true	GAMG	2.86211460e-05	9.20404260e-07	1	true
3788            	DILUPBiCGStab	1.82779710e-05	9.67930300e-09	1	1.85703360e-05	4.30240840e-09	2	false	DILUPBiCGStab	5.86674370e-05	3.28800980e-10	1	true	GAMG	2.80425320e-05	9.37585150e-07	1	true
3789            	DILUPBiCGStab	1.75125160e-05	9.89073490e-09	1	1.78542240e-05	4.29047050e-09	2	false	DILUPBiCGStab	5.80812460e-05	3.34518190e-10	1	true	GAMG	2.86210560e-05	9.20305550e-07	1	true
3790            	DILUPBiCGStab	1.82731110e-05	9.67755090e-09	1	1.85674720e-05	4.30119630e-09	2	false	DILUPBiCGStab	5.86377360e-05	3.28474300e-10	1	true	GAMG	2.80423790e-05	9.37521840e-07	1	true
3791            	DILUPBiCGStab	1.75077470e-05	9.88917340e-09	1	1.78514960e-05	4.29026210e-09	2	false	DILUPBiCGStab	5.80517920e-05	3.34203990e-10	1	true	GAMG	2.86209430e-05	9.20194740e-07	1	true
3792            	DILUPBiCGStab	1.82682520e-05	9.67579610e-09	1	1.85646050e-05	4.30003300e-09	2	false	DILUPBiCGStab	5.86080610e-05	3.28148780e-10	1	true	GAMG	2.80422120e-05	9.37433490e-07	1	true
3793            	DILUPBiCGStab	1.75029790e-05	9.88762930e-09	1	1.78487610e-05	4.28999730e-09	2	false	DILUPBiCGStab	5.80223640e-05	3.33889480e-10	1	true	GAMG	2.86208100e-05	9.20072180e-07	1	true
3794            	DILUPBiCGStab	1.82633940e-05	9.67404610e-09	1	1.85617380e-05	4.29893060e-09	2	false	DILUPBiCGStab	5.85784120e-05	3.27824180e-10	1	true	GAMG	2.80420180e-05	9.37317360e-07	1	true
3795            	DILUPBiCGStab	1.74982130e-05	9.88608950e-09	1	1.78460200e-05	4.28966630e-09	2	false	DILUPBiCGStab	5.79929620e-05	3.33574720e-10	1	true	GAMG	2.86206580e-05	9.19938930e-07	1	true
3796            	DILUPBiCGStab	1.82585390e-05	9.67230800e-09	1	1.85588760e-05	4.29789470e-09	2	false	DILUPBiCGStab	5.85487890e-05	3.27500460e-10	1	true	GAMG	2.80417910e-05	9.37174710e-07	1	true
3797            	DILUPBiCGStab	1.74934490e-05	9.88454110e-09	1	1.78432740e-05	4.28926700e-09	2	false	DILUPBiCGStab	5.79635850e-05	3.33259930e-10	1	true	GAMG	2.86204920e-05	9.19797210e-07	1	true
3798            	DILUPBiCGStab	1.82536850e-05	9.67058500e-09	1	1.85560200e-05	4.29692440e-09	2	false	DILUPBiCGStab	5.85191920e-05	3.27178150e-10	1	true	GAMG	2.80415350e-05	9.37009970e-07	1	true
3799            	DILUPBiCGStab	1.74886850e-05	9.88298240e-09	1	1.78405260e-05	4.28880400e-09	2	false	DILUPBiCGStab	5.79342340e-05	3.32945130e-10	1	true	GAMG	2.86203160e-05	9.19648330e-07	1	true
3800            	DILUPBiCGStab	1.82488330e-05	9.66887480e-09	1	1.85531730e-05	4.29601250e-09	2	false	DILUPBiCGStab	5.84896210e-05	3.26856620e-10	1	true	GAMG	2.80412580e-05	9.36829420e-07	1	true
3801            	DILUPBiCGStab	1.74839230e-05	9.88141520e-09	1	1.78377780e-05	4.28828840e-09	2	false	DILUPBiCGStab	5.79049090e-05	3.32630870e-10	1	true	GAMG	2.86201350e-05	9.19494160e-07	1	true
3802            	DILUPBiCGStab	1.82439840e-05	9.66717470e-09	1	1.85503330e-05	4.29514730e-09	2	false	DILUPBiCGStab	5.84600760e-05	3.26535950e-10	1	true	GAMG	2.80409710e-05	9.36640180e-07	1	true
3803            	DILUPBiCGStab	1.74791630e-05	9.87984430e-09	1	1.78350330e-05	4.28773440e-09	2	false	DILUPBiCGStab	5.78756090e-05	3.32316590e-10	1	true	GAMG	2.86199520e-05	9.19336040e-07	1	true
3804            	DILUPBiCGStab	1.82391360e-05	9.66547860e-09	1	1.85475010e-05	4.29431530e-09	2	false	DILUPBiCGStab	5.84305560e-05	3.26216520e-10	1	true	GAMG	2.80406840e-05	9.36449040e-07	1	true
3805            	DILUPBiCGStab	1.74744040e-05	9.87827570e-09	1	1.78322920e-05	4.28715660e-09	2	false	DILUPBiCGStab	5.78463340e-05	3.32002500e-10	1	true	GAMG	2.86197830e-05	9.19175870e-07	1	true
3806            	DILUPBiCGStab	1.82342910e-05	9.66378310e-09	1	1.85446750e-05	4.29350360e-09	2	false	DILUPBiCGStab	5.84010620e-05	3.25898490e-10	1	true	GAMG	2.80404070e-05	9.36261790e-07	1	true
3807            	DILUPBiCGStab	1.74696470e-05	9.87671350e-09	1	1.78295570e-05	4.28656680e-09	2	false	DILUPBiCGStab	5.78170850e-05	3.31688630e-10	1	true	GAMG	2.86196150e-05	9.19015310e-07	1	true
3808            	DILUPBiCGStab	1.82294470e-05	9.66208370e-09	1	1.85418530e-05	4.29270530e-09	2	false	DILUPBiCGStab	5.83715940e-05	3.25581900e-10	1	true	GAMG	2.80401440e-05	9.36082330e-07	1	true
3809            	DILUPBiCGStab	1.74648920e-05	9.87515960e-09	1	1.78268290e-05	4.28597390e-09	2	false	DILUPBiCGStab	5.77878610e-05	3.31375450e-10	1	true	GAMG	2.86194500e-05	9.18856670e-07	1	true
3810            	DILUPBiCGStab	1.82246050e-05	9.66037810e-09	1	1.85390330e-05	4.29191180e-09	2	false	DILUPBiCGStab	5.83421510e-05	3.25266530e-10	1	true	GAMG	2.80399020e-05	9.35912910e-07	1	true
3811            	DILUPBiCGStab	1.74601390e-05	9.87361290e-09	1	1.78241060e-05	4.28538090e-09	2	false	DILUPBiCGStab	5.77586630e-05	3.31062980e-10	1	true	GAMG	2.86192850e-05	9.18702860e-07	1	true
3812            	DILUPBiCGStab	1.82197650e-05	9.65866460e-09	1	1.85362140e-05	4.29112060e-09	2	false	DILUPBiCGStab	5.83127340e-05	3.24952200e-10	1	true	GAMG	2.80396770e-05	9.35754110e-07	1	true
3813            	DILUPBiCGStab	1.74553870e-05	9.87207580e-09	1	1.78213880e-05	4.28478660e-09	2	false	DILUPBiCGStab	5.77294900e-05	3.30751210e-10	1	true	GAMG	2.86191270e-05	9.18555730e-07	1	true
3814            	DILUPBiCGStab	1.82149270e-05	9.65694480e-09	1	1.85333960e-05	4.29033340e-09	2	false	DILUPBiCGStab	5.82833430e-05	3.24639240e-10	1	true	GAMG	2.80394680e-05	9.35605330e-07	1	true
3815            	DILUPBiCGStab	1.74506360e-05	9.87054400e-09	1	1.78186720e-05	4.28418730e-09	2	false	DILUPBiCGStab	5.77003420e-05	3.30439830e-10	1	true	GAMG	2.86189700e-05	9.18416760e-07	1	true
3816            	DILUPBiCGStab	1.82100900e-05	9.65522410e-09	1	1.85305780e-05	4.28955390e-09	2	false	DILUPBiCGStab	5.82539770e-05	3.24327240e-10	1	true	GAMG	2.80392720e-05	9.35465750e-07	1	true
3817            	DILUPBiCGStab	1.74458870e-05	9.86901160e-09	1	1.78159580e-05	4.28357820e-09	2	false	DILUPBiCGStab	5.76712200e-05	3.30128970e-10	1	true	GAMG	2.86188120e-05	9.18286860e-07	1	true
3818            	DILUPBiCGStab	1.82052540e-05	9.65350540e-09	1	1.85277600e-05	4.28878660e-09	2	false	DILUPBiCGStab	5.82246360e-05	3.24016210e-10	1	true	GAMG	2.80390850e-05	9.35332270e-07	1	true
3819            	DILUPBiCGStab	1.74411400e-05	9.86747550e-09	1	1.78132450e-05	4.28295490e-09	2	false	DILUPBiCGStab	5.76421220e-05	3.29818630e-10	1	true	GAMG	2.86186520e-05	9.18165540e-07	1	true
3820            	DILUPBiCGStab	1.82004200e-05	9.65179170e-09	1	1.85249420e-05	4.28803460e-09	2	false	DILUPBiCGStab	5.81953210e-05	3.23706570e-10	1	true	GAMG	2.80389020e-05	9.35202790e-07	1	true
3821            	DILUPBiCGStab	1.74363940e-05	9.86593360e-09	1	1.78105320e-05	4.28231480e-09	2	false	DILUPBiCGStab	5.76130500e-05	3.29508810e-10	1	true	GAMG	2.86184920e-05	9.18051760e-07	1	true
3822            	DILUPBiCGStab	1.81955880e-05	9.65008590e-09	1	1.85221250e-05	4.28729980e-09	2	false	DILUPBiCGStab	5.81660320e-05	3.23397930e-10	1	true	GAMG	2.80387220e-05	9.35075000e-07	1	true
3823            	DILUPBiCGStab	1.74316500e-05	9.86438490e-09	1	1.78078180e-05	4.28165770e-09	2	false	DILUPBiCGStab	5.75840040e-05	3.29199640e-10	1	true	GAMG	2.86183320e-05	9.17943250e-07	1	true
3824            	DILUPBiCGStab	1.81907580e-05	9.64838970e-09	1	1.85193090e-05	4.28658180e-09	2	false	DILUPBiCGStab	5.81367680e-05	3.23090180e-10	1	true	GAMG	2.80385410e-05	9.34947370e-07	1	true
3825            	DILUPBiCGStab	1.74269090e-05	9.86282930e-09	1	1.78051050e-05	4.28098550e-09	2	false	DILUPBiCGStab	5.75549820e-05	3.28891190e-10	1	true	GAMG	2.86181730e-05	9.17837010e-07	1	true
3826            	DILUPBiCGStab	1.81859290e-05	9.64670170e-09	1	1.85164940e-05	4.28587790e-09	2	false	DILUPBiCGStab	5.81075290e-05	3.22783370e-10	1	true	GAMG	2.80383590e-05	9.34818110e-07	1	true
3827            	DILUPBiCGStab	1.74221680e-05	9.86126710e-09	1	1.78023920e-05	4.28030200e-09	2	false	DILUPBiCGStab	5.75259860e-05	3.28583240e-10	1	true	GAMG	2.86180160e-05	9.17729860e-07	1	true
3828            	DILUPBiCGStab	1.81811010e-05	9.64502080e-09	1	1.85136800e-05	4.28518450e-09	2	false	DILUPBiCGStab	5.80783150e-05	3.22477430e-10	1	true	GAMG	2.80381730e-05	9.34686010e-07	1	true
3829            	DILUPBiCGStab	1.74174290e-05	9.85970060e-09	1	1.77996790e-05	4.27961160e-09	2	false	DILUPBiCGStab	5.74970140e-05	3.28275820e-10	1	true	GAMG	2.86178590e-05	9.17618990e-07	1	true
3830            	DILUPBiCGStab	1.81762750e-05	9.64334570e-09	1	1.85108670e-05	4.28449710e-09	2	false	DILUPBiCGStab	5.80491270e-05	3.22172530e-10	1	true	GAMG	2.80379810e-05	9.34550240e-07	1	true
3831            	DILUPBiCGStab	1.74126920e-05	9.85813150e-09	1	1.77969670e-05	4.27891890e-09	2	false	DILUPBiCGStab	5.74680680e-05	3.27969200e-10	1	true	GAMG	2.86177030e-05	9.17502600e-07	1	true
3832            	DILUPBiCGStab	1.81714500e-05	9.64167540e-09	1	1.85080550e-05	4.28381170e-09	2	false	DILUPBiCGStab	5.80199640e-05	3.21869030e-10	1	true	GAMG	2.80377840e-05	9.34409970e-07	1	true
3833            	DILUPBiCGStab	1.74079560e-05	9.85656010e-09	1	1.77942570e-05	4.27822720e-09	2	false	DILUPBiCGStab	5.74391460e-05	3.27663400e-10	1	true	GAMG	2.86175500e-05	9.17379380e-07	1	true
3834            	DILUPBiCGStab	1.81666270e-05	9.64001110e-09	1	1.85052440e-05	4.28312520e-09	2	false	DILUPBiCGStab	5.79908260e-05	3.21566720e-10	1	true	GAMG	2.80375810e-05	9.34264750e-07	1	true
3835            	DILUPBiCGStab	1.74032210e-05	9.85498700e-09	1	1.77915490e-05	4.27753910e-09	2	false	DILUPBiCGStab	5.74102490e-05	3.27358620e-10	1	true	GAMG	2.86173950e-05	9.17249250e-07	1	true
3836            	DILUPBiCGStab	1.81618050e-05	9.63834870e-09	1	1.85024330e-05	4.28243590e-09	2	false	DILUPBiCGStab	5.79617130e-05	3.21265440e-10	1	true	GAMG	2.80373730e-05	9.34114660e-07	1	true
3837            	DILUPBiCGStab	1.73984870e-05	9.85341290e-09	1	1.77888430e-05	4.27685510e-09	2	false	DILUPBiCGStab	5.73813750e-05	3.27054640e-10	1	true	GAMG	2.86172340e-05	9.17113070e-07	1	true
3838            	DILUPBiCGStab	1.81569840e-05	9.63668740e-09	1	1.84996240e-05	4.28174350e-09	2	false	DILUPBiCGStab	5.79326240e-05	3.20965460e-10	1	true	GAMG	2.80371610e-05	9.33960070e-07	1	true
3839            	DILUPBiCGStab	1.73937560e-05	9.85183830e-09	1	1.77861370e-05	4.27617490e-09	2	false	DILUPBiCGStab	5.73525310e-05	3.26751410e-10	1	true	GAMG	2.86170660e-05	9.16971740e-07	1	true
3840            	DILUPBiCGStab	1.81521660e-05	9.63502800e-09	1	1.84968160e-05	4.28104850e-09	2	false	DILUPBiCGStab	5.79035650e-05	3.20667010e-10	1	true	GAMG	2.80369460e-05	9.33801280e-07	1	true
3841            	DILUPBiCGStab	1.73890250e-05	9.85026120e-09	1	1.77834340e-05	4.27549720e-09	2	false	DILUPBiCGStab	5.73237110e-05	3.26449070e-10	1	true	GAMG	2.86168910e-05	9.16827540e-07	1	true
3842            	DILUPBiCGStab	1.81473490e-05	9.63337180e-09	1	1.84940110e-05	4.28035250e-09	2	false	DILUPBiCGStab	5.78745290e-05	3.20370420e-10	1	true	GAMG	2.80367280e-05	9.33639160e-07	1	true
3843            	DILUPBiCGStab	1.73842960e-05	9.84868080e-09	1	1.77807320e-05	4.27482020e-09	2	false	DILUPBiCGStab	5.72949150e-05	3.26147710e-10	1	true	GAMG	2.86167110e-05	9.16682150e-07	1	true
3844            	DILUPBiCGStab	1.81425340e-05	9.63171960e-09	1	1.84912080e-05	4.27965720e-09	2	false	DILUPBiCGStab	5.78455180e-05	3.20075280e-10	1	true	GAMG	2.80365100e-05	9.33474950e-07	1	true
3845            	DILUPBiCGStab	1.73795680e-05	9.84709620e-09	1	1.77780310e-05	4.27414240e-09	2	false	DILUPBiCGStab	5.72661440e-05	3.25847430e-10	1	true	GAMG	2.86165260e-05	9.16536690e-07	1	true
3846            	DILUPBiCGStab	1.81377200e-05	9.63007210e-09	1	1.84884080e-05	4.27896390e-09	2	false	DILUPBiCGStab	5.78165320e-05	3.19781650e-10	1	true	GAMG	2.80362920e-05	9.33310070e-07	1	true
3847            	DILUPBiCGStab	1.73748420e-05	9.84550700e-09	1	1.77753310e-05	4.27346280e-09	2	false	DILUPBiCGStab	5.72373980e-05	3.25547990e-10	1	true	GAMG	2.86163400e-05	9.16392540e-07	1	true
3848            	DILUPBiCGStab	1.81329090e-05	9.62842970e-09	1	1.84856100e-05	4.27827380e-09	2	false	DILUPBiCGStab	5.77875710e-05	3.19490060e-10	1	true	GAMG	2.80360760e-05	9.33145840e-07	1	true
3849            	DILUPBiCGStab	1.73701170e-05	9.84391310e-09	1	1.77726340e-05	4.27278200e-09	2	false	DILUPBiCGStab	5.72086770e-05	3.25249430e-10	1	true	GAMG	2.86161540e-05	9.16250670e-07	1	true
3850            	DILUPBiCGStab	1.81280980e-05	9.62679330e-09	1	1.84828140e-05	4.27758720e-09	2	false	DILUPBiCGStab	5.77586340e-05	3.19200320e-10	1	true	GAMG	2.80358610e-05	9.32983490e-07	1	true
3851            	DILUPBiCGStab	1.73653940e-05	9.84231460e-09	1	1.77699390e-05	4.27209860e-09	2	false	DILUPBiCGStab	5.71799800e-05	3.24952150e-10	1	true	GAMG	2.86159700e-05	9.16111640e-07	1	true
3852            	DILUPBiCGStab	1.81232900e-05	9.62516220e-09	1	1.84800210e-05	4.27690410e-09	2	false	DILUPBiCGStab	5.77297230e-05	3.18912350e-10	1	true	GAMG	2.80356480e-05	9.32824410e-07	1	true
3853            	DILUPBiCGStab	1.73606720e-05	9.84071200e-09	1	1.77672460e-05	4.27141320e-09	2	false	DILUPBiCGStab	5.71513050e-05	3.24655650e-10	1	true	GAMG	2.86157900e-05	9.15975740e-07	1	true
3854            	DILUPBiCGStab	1.81184830e-05	9.62353520e-09	1	1.84772300e-05	4.27622370e-09	2	false	DILUPBiCGStab	5.77008380e-05	3.18626100e-10	1	true	GAMG	2.80354370e-05	9.32668930e-07	1	true
3855            	DILUPBiCGStab	1.73559520e-05	9.83910610e-09	1	1.77645550e-05	4.27072650e-09	2	false	DILUPBiCGStab	5.71226650e-05	3.24360030e-10	1	true	GAMG	2.86156140e-05	9.15842620e-07	1	true
3856            	DILUPBiCGStab	1.81136770e-05	9.62191170e-09	1	1.84744410e-05	4.27554520e-09	2	false	DILUPBiCGStab	5.76719840e-05	3.18341450e-10	1	true	GAMG	2.80352280e-05	9.32516870e-07	1	true
3857            	DILUPBiCGStab	1.73512330e-05	9.83749760e-09	1	1.77618650e-05	4.27003960e-09	2	false	DILUPBiCGStab	5.70940490e-05	3.24065430e-10	1	true	GAMG	2.86154420e-05	9.15712050e-07	1	true
3858            	DILUPBiCGStab	1.81088730e-05	9.62029120e-09	1	1.84716530e-05	4.27486790e-09	2	false	DILUPBiCGStab	5.76431540e-05	3.18058360e-10	1	true	GAMG	2.80350200e-05	9.32367890e-07	1	true
3859            	DILUPBiCGStab	1.73465150e-05	9.83588700e-09	1	1.77591780e-05	4.26935300e-09	2	false	DILUPBiCGStab	5.70654580e-05	3.23771960e-10	1	true	GAMG	2.86152720e-05	9.15583310e-07	1	true
3860            	DILUPBiCGStab	1.81040700e-05	9.61867330e-09	1	1.84688660e-05	4.27419080e-09	2	false	DILUPBiCGStab	5.76143490e-05	3.17776350e-10	1	true	GAMG	2.80348140e-05	9.32221010e-07	1	true
3861            	DILUPBiCGStab	1.73417990e-05	9.83427480e-09	1	1.77564910e-05	4.26866740e-09	2	false	DILUPBiCGStab	5.70368910e-05	3.23479640e-10	1	true	GAMG	2.86151040e-05	9.15455570e-07	1	true
3862            	DILUPBiCGStab	1.80992680e-05	9.61705790e-09	1	1.84660800e-05	4.27351340e-09	2	false	DILUPBiCGStab	5.75855690e-05	3.17495340e-10	1	true	GAMG	2.80346110e-05	9.32075400e-07	1	true
3863            	DILUPBiCGStab	1.73370850e-05	9.83266110e-09	1	1.77538060e-05	4.26798300e-09	2	false	DILUPBiCGStab	5.70083490e-05	3.23188630e-10	1	true	GAMG	2.86149360e-05	9.15328260e-07	1	true
3864            	DILUPBiCGStab	1.80944680e-05	9.61544490e-09	1	1.84632940e-05	4.27283540e-09	2	false	DILUPBiCGStab	5.75568130e-05	3.17215110e-10	1	true	GAMG	2.80344130e-05	9.31929980e-07	1	true
3865            	DILUPBiCGStab	1.73323720e-05	9.83104600e-09	1	1.77511230e-05	4.26730000e-09	2	false	DILUPBiCGStab	5.69798310e-05	3.22899160e-10	1	true	GAMG	2.86147650e-05	9.15200560e-07	1	true
3866            	DILUPBiCGStab	1.80896690e-05	9.61383440e-09	1	1.84605090e-05	4.27215680e-09	2	false	DILUPBiCGStab	5.75280820e-05	3.16935620e-10	1	true	GAMG	2.80342180e-05	9.31784150e-07	1	true
3867            	DILUPBiCGStab	1.73276610e-05	9.82942940e-09	1	1.77484400e-05	4.26662080e-09	2	false	DILUPBiCGStab	5.69513380e-05	3.22612030e-10	1	true	GAMG	2.86145930e-05	9.15071740e-07	1	true
3868            	DILUPBiCGStab	1.80848730e-05	9.61222670e-09	1	1.84577260e-05	4.27147770e-09	2	false	DILUPBiCGStab	5.74993750e-05	3.16656650e-10	1	true	GAMG	2.80340200e-05	9.31636450e-07	1	true
